precision,side,block,sample,variant,phase,seconds,iterations,operator_apps,preconditioner_apps,reductions,relative_residual,checksum
double,16,1296,5,reference,products,0.00016888472000000003,0,0,0,0,0,80810078.788519325
double,16,1296,5,reference,solve,0.073131673999999994,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,6,reference,products,0.00017583708000000001,0,0,0,0,0,80810078.788519325
double,16,1296,6,reference,solve,0.074342659000000005,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,6,native,products,0.00029352320000000003,0,0,0,0,0,80810078.788519325
double,16,1296,6,native,solve,0.073352543000000006,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,7,native,products,0.00028472615999999997,0,0,0,0,0,80810078.788519325
double,16,1296,7,native,solve,0.072459621000000002,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,7,reference,products,0.00017657007999999998,0,0,0,0,0,80810078.788519325
double,16,1296,7,reference,solve,0.071941910999999997,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,8,reference,products,0.00016886068,0,0,0,0,0,80810078.788519325
double,16,1296,8,reference,solve,0.073042907000000004,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,8,native,products,0.0003071158,0,0,0,0,0,80810078.788519325
double,16,1296,8,native,solve,0.072125909000000002,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,9,native,products,0.00029382620000000003,0,0,0,0,0,80810078.788519325
double,16,1296,9,native,solve,0.070150517999999995,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,9,reference,products,0.00018497719999999997,0,0,0,0,0,80810078.788519325
double,16,1296,9,reference,solve,0.072283387000000004,7,16,14,24,2.8102878011790435e-10,0
